Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for meaningful use of EHRs,Hospital overall rating,Hospital overall rating footnote,Mortality national comparison,Mortality national comparison footnote,Safety of care national comparison,Safety of care national comparison footnote,Readmission national comparison,Readmission national comparison footnote,Patient experience national comparison,Patient experience national comparison footnote,Effectiveness of care national comparison,Effectiveness of care national comparison footnote,Timeliness of care national comparison,Timeliness of care national comparison footnote,Efficient use of medical imaging national comparison,Efficient use of medical imaging national comparison footnote,Location
100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY RD,HUDSON,FL,34667,PASCO,(727) 819-2929,Acute Care Hospitals,Proprietary,true,true,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-82.690148 28.360743)
330011,"OUR LADY OF LOURDES MEMORIAL HOSPITAL, INC",169 RIVERSIDE DRIVE,BINGHAMTON,NY,13905,BROOME,(607) 798-5111,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-75.935558 42.09264)
450674,"WOMANS HOSPITAL OF TEXAS,THE",7600 FANNIN,HOUSTON,TX,77054,HARRIS,(713) 790-1234,Acute Care Hospitals,Proprietary,true,true,3,,Not Available,16,Same as the national average,,Not Available,5,Same as the national average,,Same as the national average,,Above the national average,,Not Available,16,POINT (-95.40109 29.692977)
531306,WASHAKIE MEDICAL CENTER,400 SOUTH 15TH STREET,WORLAND,WY,82401,WASHAKIE,(307) 347-3221,Critical Access Hospitals,Government - Local,true,true,3,,Same as the national average,,Not Available,5,Same as the national average,,Not Available,16,Not Available,5,Not Available,5,Same as the national average,,POINT (-107.948409 44.013556)
140049,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,COOK,(708) 383-6200,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Not Available,5,POINT (-87.777471 41.89184)
191325,LADY OF THE SEA GENERAL HOSPITAL,200 WEST 134TH PLACE,CUT OFF,LA,70345,LAFOURCHE,(985) 632-6401,Critical Access Hospitals,Government - Hospital District or Authority,true,,3,,Same as the national average,,Not Available,16,Below the national average,,Not Available,16,Not Available,16,Same as the national average,,Not Available,5,POINT (-90.31043 29.456719)
110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,DOUGHERTY,(229) 312-4068,Acute Care Hospitals,Government - Hospital District or Authority,true,,1,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-84.156267 31.590229)
370228,"BAILEY MEDICAL CENTER, LLC",10502 NORTH 110TH EAST AVENUE,OWASSO,OK,74055,TULSA,(918) 376-8000,Acute Care Hospitals,Proprietary,true,true,4,,Not Available,5,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-95.851684 36.304717)
460044,ALTA VIEW HOSPITAL,9660 SOUTH 1300 EAST,SANDY,UT,84094,SALT LAKE,(801) 501-2600,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-111.853191 40.57736)
420023,ST FRANCIS-DOWNTOWN,ONE ST FRANCIS DR,GREENVILLE,SC,29601,GREENVILLE,(800) 805-5678,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Below the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Above the national average,,
380051,SALEM HOSPITAL,"890 OAK STREET, SE",SALEM,OR,97301,MARION,(503) 561-5200,Acute Care Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,POINT (-123.033146 44.932887)
190176,TULANE MEDICAL CENTER,1415 TULANE AVE,NEW ORLEANS,LA,70112,ORLEANS,(504) 988-5263,Acute Care Hospitals,Voluntary non-profit - Private,true,true,1,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-90.076121 29.955263)
100125,HOMESTEAD HOSPITAL,975 BAPTIST WAY,HOMESTEAD,FL,33033,MIAMI-DADE,(786) 243-8000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-80.430371 25.477839)
340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,MECKLENBURG,(704) 355-2000,Acute Care Hospitals,Government - Hospital District or Authority,true,true,3,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,POINT (-80.839845 35.204983)
100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,BROWARD,(954) 538-4810,Acute Care Hospitals,Government - Hospital District or Authority,true,true,4,,Same as the national average,,Below the national average,,Above the national average,,Above the national average,,Same as the national average,,Below the national average,,Not Available,5,POINT (-80.376005 25.991087)
290047,SOUTHERN HILLS HOSPITAL AND MEDICAL CENTER,9300 WEST SUNSET RD,LAS VEGAS,NV,89148,CLARK,(702) 880-2100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Above the national average,,Above the national average,,POINT (-115.295512 36.070256)
510012,PLEASANT VALLEY HOSPITAL,2520 VALLEY DRIVE,POINT PLEASANT,WV,25550,MASON,(304) 675-4340,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Same as the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-82.124403 38.868705)
171373,ALLEN COUNTY REGIONAL HOSPITAL,3066 NORTH KENTUCKY STREET,IOLA,KS,66749,ALLEN,(620) 365-1021,Critical Access Hospitals,Government - State,true,true,2,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Not Available,5,Above the national average,,Same as the national average,,POINT (-95.390674 37.950342)
390180,CROZER CHESTER MEDICAL CENTER,ONE MEDICAL CENTER BOULEVARD,UPLAND,PA,19013,DELAWARE,(610) 447-2000,Acute Care Hospitals,Voluntary non-profit - Other,true,,2,,Same as the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,
191310,FRANKLIN FOUNDATION HOSPITAL,1097 NORTHWEST BLVD,FRANKLIN,LA,70538,ST. MARY,(337) 828-0760,Critical Access Hospitals,Government - Hospital District or Authority,true,true,4,,Same as the national average,,Not Available,16,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-91.525272 29.80187)
240020,CAMBRIDGE MEDICAL CENTER,701 SOUTH DELLWOOD AVENUE,CAMBRIDGE,MN,55008,ISANTI,(763) 689-7700,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-93.229319 45.56657)
360055,TRUMBULL REGIONAL MEDICAL CENTER,1350 EAST MARKET STREET,WARREN,OH,44482,TRUMBULL,(330) 841-9820,Acute Care Hospitals,Proprietary,true,true,1,,Same as the national average,,Below the national average,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-80.798765 41.236461)
310081,INSPIRA MEDICAL CENTER WOODBURY,509 N BROAD ST,WOODBURY,NJ,08096,GLOUCESTER,(856) 845-0100,Acute Care Hospitals,Voluntary non-profit - Private,true,true,2,,Below the national average,,Below the national average,,Same as the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-75.149023 39.843556)
140281,NORTHWESTERN MEMORIAL HOSPITAL,251 E HURON ST,CHICAGO,IL,60611,COOK,(312) 926-2000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Above the national average,,Below the national average,,Below the national average,,Above the national average,,Same as the national average,,Below the national average,,Same as the national average,,POINT (-87.621364 41.894995)
491300,BATH COMMUNITY HOSPITAL,106 PARK DRIVE- PO DRAWER Z,HOT SPRINGS,VA,24445,BATH,(540) 839-7000,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Not Available,5,Not Available,16,Same as the national average,,Not Available,16,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-79.830959 37.99389)
390326,ST LUKE'S HOSPITAL - ANDERSON CAMPUS,1872 ST LUKE'S BLVD,EASTON,PA,18045,NORTHAMPTON,(484) 503-3000,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-75.288531 40.650061)
330103,OLEAN GENERAL HOSPITAL,515 MAIN STREET,OLEAN,NY,14760,CATTARAUGUS,(716) 373-2600,Acute Care Hospitals,Proprietary,true,true,2,,Below the national average,,Above the national average,,Below the national average,,Below the national average,,Same as the national average,,Same as the national average,,Below the national average,,POINT (-78.426977 42.089448)
370113,INTEGRIS GROVE HOSPITAL,1001 EAST 18TH STREET,GROVE,OK,74344,DELAWARE,(918) 786-2243,Acute Care Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Same as the national average,,Below the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-94.757259 36.580086)
470005,RUTLAND REGIONAL MEDICAL CENTER,160 ALLEN ST,RUTLAND,VT,05701,RUTLAND,(802) 775-7111,Acute Care Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Same as the national average,,Same as the national average,,POINT (-72.956195 43.599188)
280032,MARY LANNING HEALTHCARE,715 N ST JOSEPH AVE,HASTINGS,NE,68901,ADAMS,(402) 461-5108,Acute Care Hospitals,Voluntary non-profit - Other,true,true,4,,Same as the national average,,Above the national average,,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-98.387474 40.592416)
521351,REEDSBURG AREA MEDICAL CENTER,2000 N DEWEY AVE,REEDSBURG,WI,53959,SAUK,(608) 524-6487,Critical Access Hospitals,Voluntary non-profit - Private,true,true,3,,Same as the national average,,Not Available,5,Below the national average,,Same as the national average,,Same as the national average,,Above the national average,,Same as the national average,,POINT (-89.994548 43.549287)
521341,RICHLAND HOSPITAL,333 E SECOND ST,RICHLAND CENTER,WI,53581,RICHLAND,(608) 647-6321,Critical Access Hospitals,Voluntary non-profit - Private,true,true,4,,Same as the national average,,Not Available,5,Same as the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-90.382826 43.339118)
180066,LOGAN MEMORIAL HOSPITAL,1625 NASHVILLE STREET,RUSSELLVILLE,KY,42276,LOGAN,(270) 726-4011,Acute Care Hospitals,Proprietary,true,true,5,,Same as the national average,,Not Available,5,Above the national average,,Above the national average,,Same as the national average,,Above the national average,,Not Available,5,POINT (-86.882593 36.815437)
100070,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,540 THE RIALTO,VENICE,FL,34285,SARASOTA,(941) 485-7711,Acute Care Hospitals,Proprietary,true,true,2,,Below the national average,,Above the national average,,Above the national average,,Below the national average,,Above the national average,,Below the national average,,Above the national average,,POINT (-82.444445 27.089683)
511316,GRANT MEMORIAL HOSPITAL,117 HOSPITAL DRIVE,PETERSBURG,WV,26847,GRANT,(304) 257-1026,Critical Access Hospitals,Voluntary non-profit - Other,true,true,3,,Same as the national average,,Not Available,5,Below the national average,,Above the national average,,Not Available,5,Above the national average,,Same as the national average,,POINT (-79.137985 39.001841)
210057,ADVENTIST HEALTHCARE SHADY GROVE MEDICAL CENTER,9901 MEDICAL CENTER DRIVE,ROCKVILLE,MD,20850,MONTGOMERY,(240) 826-6527,Acute Care Hospitals,Voluntary non-profit - Private,true,true,5,,Same as the national average,,Above the national average,,Above the national average,,Below the national average,,Same as the national average,,Below the national average,,Above the national average,,POINT (-77.201027 39.098046)
